id_transaccion,id_cliente,monto,fecha,id_tienda,_id,nombre,genero,edad,ingresos,gastos_mensuales,puntos_lealtad,preferencias_producto,ciudad,estado
115,427,3165.97,25/03/2021,21,{'$oid': '69fd6ef6476e52befdc83ade'},Gloria Concepción,No binario,42,49825.5,12801.53,728333,"['HOGAR Y COCINA', 'ROPA Y CALZADO', 'BELLEZA']",Villahermosa,Tabasco
116,786,5053.38,"Sep 12, 2022",67,{'$oid': '69fd6ef6476e52befdc83c45'},Jos Girón,Prefiere no decir,64,30699.65,26412.13,68202,"['ROPA Y CALZADO', 'deportes', 'belleza']",Chetumal,Quintana Roo
117,216,4846.3,2022-01-08,2,{'$oid': '69fd6ef6476e52befdc83a0b'},Patricio Tomás Saucedo,Prefiere no decir,35,189705.51,53006.42,272296,"['ELECTRÓNICA', 'belleza', 'deportes']",Villahermosa,Tabasco
118,640,5691.92,"Nov 13, 2021",71,{'$oid': '69fd6ef6476e52befdc83bb3'},Asunción Delia Cortés Uribe,Femenino,22,344923.45,51363.49,329610,"['ropa y calzado', 'deportes', 'Electrónica', 'Deportes', 'Ropa y Calzado']",Mazatlan,Sinaloa
119,705,5092.79,2021-12-22,15,{'$oid': '69fd6ef6476e52befdc83bf4'},Bruno Ángela Manzanares Casárez,Masculino,85,41565.96,21584.63,234472,"['Hogar y Cocina', 'electrónica', 'Deportes', 'ROPA Y CALZADO']",Campeche,Campeche
120,42,212.81,15/04/2022,41,{'$oid': '69fd6ef6476e52befdc8395d'},Sr(a). Alfredo Ontiveros,Femenino,55,329747.5,229055.49,456826,"['Electrónica', 'Hogar y Cocina', 'deportes']",Villahermosa,Tabasco
121,742,1423.03,2023-06-05,51,{'$oid': '69fd6ef6476e52befdc83c19'},Dr. Sonia Mata,Prefiere no decir,59,124097.38,7667.98,646694,['electrónica'],Colima,Colima
122,747,2267.17,13/07/2023,10,{'$oid': '69fd6ef6476e52befdc83c1e'},Sergio Vicente Vargas,Masculino,30,134066.72,82489.84,560802,"['Electrónica', 'ROPA Y CALZADO', 'Hogar y Cocina', 'belleza']",Oaxaca,Oaxaca
123,512,1727.96,07-26-2022,33,{'$oid': '69fd6ef6476e52befdc83b33'},Lorena Ana Luisa Robles Tamayo,Prefiere no decir,77,26890.42,11641.71,12236,['ROPA Y CALZADO'],Chetumal,Quintana Roo
124,879,168.88,06-01-2023,65,{'$oid': '69fd6ef6476e52befdc83ca2'},Dr. Karla Paz,Prefiere no decir,74,320307.09,292765.38,183014,['belleza'],Chihuahua,Chihuahua
125,1111,1700.25,"Jul 15, 2021",31,{'$oid': '69fd6ef6476e52befdc83d8a'},Dr. Esperanza Estrada,Prefiere no decir,18,45069.03,42749.14,341141,"['HOGAR Y COCINA', 'ELECTRÓNICA']",Villahermosa,Tabasco
126,1121,8217.89,26/06/2022,23,{'$oid': '69fd6ef6476e52befdc83d94'},Irene Claudia Marrero,Masculino,57,98728.39,17414.29,13097,"['Belleza', 'hogar y cocina', 'belleza', 'electrónica']",Tijuna,Baja California
127,628,3682.39,2020-03-20,36,{'$oid': '69fd6ef6476e52befdc83ba7'},Isabela Anel Collado Llamas,Femenino,83,121335.01,3694.45,255498,"['Electrónica', 'belleza', 'ropa y calzado', 'ELECTRÓNICA']",Tapachul,Chiapas
128,385,6200.76,05-30-2023,56,{'$oid': '69fd6ef6476e52befdc83ab4'},José Emilio Estela Orta Alvarado,Masculino,65,151168.78,43858.28,589201,"['hogar y cocina', 'HOGAR Y COCINA', 'ropa y calzado', 'ELECTRÓNICA']",Hermosillo,Sonora
129,648,2827.78,2021-03-24,42,{'$oid': '69fd6ef6476e52befdc83bbb'},Joaquín Manzanares Colón,No binario,81,83218.15,67409.25,67510,"['BELLEZA', 'Ropa y Calzado']",Chetumal,Quintana Roo
130,214,8406.29,09-10-2022,48,{'$oid': '69fd6ef6476e52befdc83a09'},Ing. Liliana Jáquez,Masculino,35,182732.49,56969.0,293491,"['ropa y calzado', 'ELECTRÓNICA']",Monterrey,Nuevo León
131,175,2430.36,2023-05-12,25,{'$oid': '69fd6ef6476e52befdc839e2'},Raquel Roberto Pichardo Ponce,Femenino,40,178375.75,3700.44,190579,"['ROPA Y CALZADO', 'Belleza', 'HOGAR Y COCINA']",Chihuahua,Chihuahua
132,561,8621.53,02-03-2021,36,{'$oid': '69fd6ef6476e52befdc83b64'},Abelardo Luisa Muñoz,Masculino,43,14592.92,11174.46,545910,"['Hogar y Cocina', 'deportes', 'Ropa y Calzado']",Cancún,Quintana Roo
133,739,6700.11,11-08-2020,78,{'$oid': '69fd6ef6476e52befdc83c16'},Alonso María Elena Herrera,Masculino,53,114914.68,95332.99,31722,"['BELLEZA', 'HOGAR Y COCINA', 'Electrónica']",Guadalajara,Jalisco
134,462,8551.77,27/08/2023,55,{'$oid': '69fd6ef6476e52befdc83b01'},Martha Lucio,Masculino,30,30319.34,13245.99,115900,"['BELLEZA', 'ropa y calzado', 'Hogar y Cocina']",Chetumal,Quintana Roo
135,937,9351.54,08/05/2021,51,{'$oid': '69fd6ef6476e52befdc83cdc'},Dr. Mauricio Maldonado,No binario,33,173320.18,56628.81,555204,"['Hogar y Cocina', 'Belleza', 'Ropa y Calzado', 'electrónica', 'deportes']",Tepic,Nayarit
136,143,6354.56,03-19-2021,30,{'$oid': '69fd6ef6476e52befdc839c2'},Rebeca Fidel Oquendo,Femenino,22,127789.19,88060.28,611400,"['deportes', 'BELLEZA', 'ROPA Y CALZADO', 'HOGAR Y COCINA']",Monterrey,Nuevo León
137,185,7998.53,2020-05-19,39,{'$oid': '69fd6ef6476e52befdc839ec'},Juana Hilda Haro,No binario,29,66642.63,6312.33,453034,"['ropa y calzado', 'hogar y cocina']",Tijuana,Baja California
138,564,5083.98,06/12/2023,21,{'$oid': '69fd6ef6476e52befdc83b67'},Vanesa Ramírez Ontiveros,Masculino,73,184586.29,144515.41,710433,"['BELLEZA', 'belleza', 'electrónica', 'ropa y calzado']",Morelia,Michoacán
139,734,2625.52,01-30-2020,41,{'$oid': '69fd6ef6476e52befdc83c11'},Virginia Chapa,Masculino,37,183974.82,126679.27,67673,"['belleza', 'HOGAR Y COCINA', 'ROPA Y CALZADO']",Campeche,Campeche
140,596,7552.84,08-04-2022,22,{'$oid': '69fd6ef6476e52befdc83b87'},Dr. Gilberto Covarrubias,No binario,49,318701.91,189235.21,735629,"['Belleza', 'hogar y cocina', 'ROPA Y CALZADO', 'Ropa y Calzado']",Toluca,Estado de México
141,233,4379.63,08/04/2020,75,{'$oid': '69fd6ef6476e52befdc83a1c'},Liliana Contreras,Prefiere no decir,19,249704.96,232247.67,465551,"['deportes', 'DEPORTES', 'Belleza', 'Deportes']",Los Mochis,Sinaloa
142,629,1444.88,2022-04-14,16,{'$oid': '69fd6ef6476e52befdc83ba8'},Jonás Magdalena Solorio,No binario,37,258267.93,51360.1,681874,"['ROPA Y CALZADO', 'ropa y calzado', 'electrónica']",Cancún,Quintana Roo
143,426,1490.68,05-02-2023,22,{'$oid': '69fd6ef6476e52befdc83add'},Cristina Andrea Cepeda Oquendo,Masculino,73,247320.29,67104.8,323161,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'Ropa y Calzado']",Cuernavaca,Morelos
144,97,4694.91,02-21-2022,2,{'$oid': '69fd6ef6476e52befdc83994'},Cecilia Robles Tafoya,No binario,73,158636.64,121789.45,282773,['deportes'],Guadalajara,Jalisco
145,469,292.45,2021-11-21,52,{'$oid': '69fd6ef6476e52befdc83b08'},Trinidad Girón Patiño,No binario,26,244115.74,129929.8,15745,['Deportes'],Tepic,Nayarit
146,946,4314.08,03-26-2020,16,{'$oid': '69fd6ef6476e52befdc83ce5'},Rocío Barreto,No binario,56,129310.43,12385.26,244804,['Belleza'],Torreón,Coahuila
147,878,4502.69,07/01/2023,44,{'$oid': '69fd6ef6476e52befdc83ca1'},Violeta Beatriz Zayas,Masculino,20,88026.67,4223.53,220932,"['belleza', 'DEPORTES', 'deportes', 'Ropa y Calzado']",Tepic,Nayarit
148,494,6357.94,2023-04-21,52,{'$oid': '69fd6ef6476e52befdc83b21'},Ing. Flavio Carrero,Prefiere no decir,56,281870.17,244345.33,617267,['Deportes'],Querétaro,Querétaro
149,462,355.52,02-28-2022,45,{'$oid': '69fd6ef6476e52befdc83b01'},Martha Lucio,Masculino,30,30319.34,13245.99,115900,"['BELLEZA', 'ropa y calzado', 'Hogar y Cocina']",Chetumal,Quintana Roo
150,676,5401.38,29/04/2022,6,{'$oid': '69fd6ef6476e52befdc83bd7'},María Luisa Tania Hidalgo,Masculino,28,154650.53,84568.53,341373,"['ROPA Y CALZADO', 'belleza', 'Hogar y Cocina', 'electrónica']",Tepic,Nayarit
151,1168,1764.99,07-24-2023,31,{'$oid': '69fd6ef6476e52befdc83dc3'},Dr. Salvador Mena,Femenino,19,193537.78,95929.39,237822,"['belleza', 'Belleza', 'HOGAR Y COCINA']",Saltillo,Coahuila
152,979,2675.0,2023-11-08,26,{'$oid': '69fd6ef6476e52befdc83d06'},Gabriel Treviño Montaño,Masculino,75,179006.77,81919.42,153095,"['Belleza', 'electrónica', 'hogar y cocina']",Culiacán,Sinaloa
153,799,7818.46,2023-06-13,39,{'$oid': '69fd6ef6476e52befdc83c52'},Marcela Padrón,Femenino,69,255071.07,58101.85,661933,"['Belleza', 'ropa y calzado', 'ROPA Y CALZADO']",Oaxaca,Oaxaca
154,799,4653.52,30/04/2020,14,{'$oid': '69fd6ef6476e52befdc83c52'},Marcela Padrón,Femenino,69,255071.07,58101.85,661933,"['Belleza', 'ropa y calzado', 'ROPA Y CALZADO']",Oaxaca,Oaxaca
155,805,4890.48,2020-08-15,23,{'$oid': '69fd6ef6476e52befdc83c58'},Eugenio Trejo,No binario,56,90578.53,45975.77,591347,"['Electrónica', 'ELECTRÓNICA', 'belleza', 'ropa y calzado', 'Hogar y Cocina']",Tijuna,Baja California
156,1097,6840.79,08/11/2021,22,{'$oid': '69fd6ef6476e52befdc83d7c'},Guillermo Irma Ureña,Femenino,71,112938.52,100453.31,501627,['Ropa y Calzado'],Querétaro,Querétaro
157,694,4273.88,2022-08-10,5,{'$oid': '69fd6ef6476e52befdc83be9'},Teodoro Ana María Arreola Villalobos,Prefiere no decir,74,157398.98,132009.56,721014,"['Electrónica', 'belleza']",Cuernavaca,Morelos
158,516,5946.95,2022-12-18,50,{'$oid': '69fd6ef6476e52befdc83b37'},José Casillas Arias,Masculino,69,216500.36,27879.99,290961,"['Deportes', 'BELLEZA', 'hogar y cocina', 'ELECTRÓNICA', 'deportes']",Mochis,Sinaloa
159,445,4875.09,05-02-2023,25,{'$oid': '69fd6ef6476e52befdc83af0'},Concepción Gonzalo Vallejo,Prefiere no decir,60,7355.54,872.6,188814,"['DEPORTES', 'HOGAR Y COCINA']",Monterrey,Nuevo León
160,391,5418.41,2023-02-12,69,{'$oid': '69fd6ef6476e52befdc83aba'},Indira Becerra Nevárez,Prefiere no decir,77,218374.86,110188.95,717305,['DEPORTES'],Monterrey,Nuevo León
161,791,344.06,17/12/2022,10,{'$oid': '69fd6ef6476e52befdc83c4a'},Noelia Melgar Otero,Masculino,47,140024.7,41224.12,15931,"['Hogar y Cocina', 'BELLEZA']",Tapachula,Chiapas
162,204,7724.94,05-21-2021,42,{'$oid': '69fd6ef6476e52befdc839ff'},Ilse Robles,Masculino,76,249293.56,194235.72,429900,['Ropa y Calzado'],Mazatlán,Sinaloa
163,204,1845.64,2022-11-08,66,{'$oid': '69fd6ef6476e52befdc839ff'},Ilse Robles,Masculino,76,249293.56,194235.72,429900,['Ropa y Calzado'],Mazatlán,Sinaloa
164,675,6429.54,06-23-2021,73,{'$oid': '69fd6ef6476e52befdc83bd6'},Dr. Felipe Batista,No binario,45,115863.63,92121.62,333228,['deportes'],Hermosillo,Sonora
165,172,8245.63,10-09-2023,24,{'$oid': '69fd6ef6476e52befdc839df'},Anabel Rodríquez,Masculino,84,195539.2,101998.64,560150,['ropa y calzado'],Tapachula,Chiapas
166,123,192.08,12-06-2020,73,{'$oid': '69fd6ef6476e52befdc839ae'},Mtro. Patricio Galarza,Femenino,34,230051.9,35211.76,556468,"['ROPA Y CALZADO', 'Deportes', 'DEPORTES']",Selaya,Guanajuato
167,406,6906.56,"Jun 23, 2022",29,{'$oid': '69fd6ef6476e52befdc83ac9'},Nancy Cantú,Prefiere no decir,48,57202.23,5165.38,112848,"['ropa y calzado', 'ELECTRÓNICA', 'Ropa y Calzado']",Durango,Durango
168,1028,9486.8,05-30-2023,62,{'$oid': '69fd6ef6476e52befdc83d37'},Lic. Cristobal Muro,Masculino,64,21931.35,6005.81,78234,"['Hogar y Cocina', 'electrónica', 'Deportes', 'belleza', 'deportes']",Cancún,Quintana Roo
169,707,3487.2,11-20-2020,29,{'$oid': '69fd6ef6476e52befdc83bf6'},Zeferino Diego Caballero,No binario,49,251841.36,113821.49,251734,['Electrónica'],Villahermosa,Tabasco
170,856,6966.59,27/12/2022,44,{'$oid': '69fd6ef6476e52befdc83c8b'},Ing. Nadia Olivas,No binario,55,304607.49,4866.75,715847,"['Deportes', 'electrónica', 'Ropa y Calzado']",La Paz,Baja California Sur
171,10,2367.05,06-13-2020,58,{'$oid': '69fd6ef6476e52befdc8393d'},Ing. Santiago Cazares,No binario,19,206825.81,163481.48,381173,"['Deportes', 'DEPORTES']",Toloc,Estado de México
172,803,5885.91,05-05-2022,21,{'$oid': '69fd6ef6476e52befdc83c56'},Dr. Óscar Hernández,Femenino,69,29581.61,24580.43,725230,"['deportes', 'BELLEZA', 'electrónica']",Toluca,Estado de México
173,1195,4687.56,2021-04-24,11,{'$oid': '69fd6ef6476e52befdc83dde'},Eugenio Murillo Rodrígez,Masculino,39,327902.84,98216.02,676927,"['Belleza', 'belleza', 'DEPORTES', 'deportes', 'Hogar y Cocina']",Morelia,Michoacán
174,505,2897.09,01/07/2022,45,{'$oid': '69fd6ef6476e52befdc83b2c'},Eduardo Sergio Botello,No binario,44,89177.19,14918.54,477890,"['hogar y cocina', 'Hogar y Cocina', 'DEPORTES', 'ROPA Y CALZADO']",La Paz,Baja California Sur
175,642,3294.71,2021-11-16,75,{'$oid': '69fd6ef6476e52befdc83bb5'},Julio César Saavedra,No binario,36,226273.88,187235.47,706153,"['ROPA Y CALZADO', 'BELLEZA', 'ropa y calzado', 'deportes']",Zacatecas,Zacatecas
176,74,1265.04,2020-01-30,37,{'$oid': '69fd6ef6476e52befdc8397d'},Alvaro Castellanos Zepeda,Prefiere no decir,49,330463.62,188759.15,476102,['BELLEZA'],Oaxaca,Oaxaca
177,736,7901.22,2022-07-02,68,{'$oid': '69fd6ef6476e52befdc83c13'},Mtro. Jesús Castañeda,No binario,30,242532.32,87447.91,268557,['deportes'],Campeche,Campeche
178,992,9116.42,30/09/2023,46,{'$oid': '69fd6ef6476e52befdc83d13'},Zoé Marín,Prefiere no decir,44,215461.74,1230.68,61172,"['Electrónica', 'ropa y calzado', 'deportes', 'Belleza']",Colima,Colima
179,24,8420.23,"Feb 28, 2020",75,{'$oid': '69fd6ef6476e52befdc8394b'},Natividad Alcaraz,No binario,28,199360.07,16574.72,332428,"['DEPORTES', 'Belleza', 'ROPA Y CALZADO', 'ropa y calzado', 'belleza']",Hermosillo,Sonora
180,960,2185.85,15/08/2023,25,{'$oid': '69fd6ef6476e52befdc83cf3'},Guillermina Miriam Sánchez Saldivar,No binario,81,35891.87,6845.27,452405,"['Hogar y Cocina', 'Deportes']",Tapachul,Chiapas
181,689,5891.15,21/04/2021,69,{'$oid': '69fd6ef6476e52befdc83be4'},Leonardo Mateo Sánchez Pedroza,Prefiere no decir,43,339128.69,246446.16,748997,"['hogar y cocina', 'ROPA Y CALZADO']",Querétaro,Querétaro
182,1057,446.03,2022-05-30,18,{'$oid': '69fd6ef6476e52befdc83d54'},Salvador Andrés Chávez Anguiano,Femenino,30,136289.36,50144.63,726638,['Deportes'],Saltillo,Coahuila
183,960,8666.73,26/07/2023,25,{'$oid': '69fd6ef6476e52befdc83cf3'},Guillermina Miriam Sánchez Saldivar,No binario,81,35891.87,6845.27,452405,"['Hogar y Cocina', 'Deportes']",Tapachul,Chiapas
184,700,9327.24,04-28-2022,71,{'$oid': '69fd6ef6476e52befdc83bef'},Eugenio Amanda Cepeda,Masculino,60,290075.45,158233.12,506219,['HOGAR Y COCINA'],Cuernavaca,Morelos
185,4,1246.18,2022-03-13,54,{'$oid': '69fd6ef6476e52befdc83937'},Marisol Preciado,Femenino,29,113148.8,48466.55,46019,"['ROPA Y CALZADO', 'electrónica']",Cancún,Quintana Roo
186,362,3407.03,2022-06-06,74,{'$oid': '69fd6ef6476e52befdc83a9d'},Alejandro Mercado Hinojosa,Femenino,50,194261.76,128662.64,230780,"['ELECTRÓNICA', 'ROPA Y CALZADO', 'HOGAR Y COCINA', 'deportes']",Puebla,Puebla
187,5,5293.62,04-23-2023,28,{'$oid': '69fd6ef6476e52befdc83938'},Francisco Lebrón,Prefiere no decir,51,104963.33,43225.78,500090,['ROPA Y CALZADO'],Tapachul,Chiapas
188,861,1636.1,2020-07-16,28,{'$oid': '69fd6ef6476e52befdc83c90'},Clemente Alvarez,No binario,32,4894.62,1554.96,728896,['HOGAR Y COCINA'],Cuernavaca,Morelos
189,261,5012.86,2023-05-14,30,{'$oid': '69fd6ef6476e52befdc83a38'},Mauricio Alcaraz Reyes,No binario,81,208425.86,95801.66,275867,"['ropa y calzado', 'ROPA Y CALZADO']",Saltillo,Coahuila
190,368,6912.03,08/06/2022,76,{'$oid': '69fd6ef6476e52befdc83aa3'},Serafín Rebeca Córdova,Femenino,56,233860.73,118178.43,502894,"['HOGAR Y COCINA', 'DEPORTES', 'Deportes']",Celaya,Guanajuato
191,819,4791.81,10-08-2022,72,{'$oid': '69fd6ef6476e52befdc83c66'},Reina Marco Antonio Casas,Prefiere no decir,43,304388.31,152915.13,84426,"['Belleza', 'HOGAR Y COCINA', 'Ropa y Calzado', 'Hogar y Cocina']",Durango,Durango
192,593,6818.68,2020-10-04,49,{'$oid': '69fd6ef6476e52befdc83b84'},Adela Sotelo,Prefiere no decir,85,65962.14,27312.43,638264,"['ropa y calzado', 'BELLEZA', 'ELECTRÓNICA', 'electrónica', 'ROPA Y CALZADO']",Tapachula,Chiapas
193,1140,4744.29,01-19-2022,8,{'$oid': '69fd6ef6476e52befdc83da7'},Adriana Octavio Escamilla Valenzuela,Femenino,34,274369.07,25455.95,9286,"['Electrónica', 'Deportes', 'HOGAR Y COCINA', 'Belleza']",Celay,Guanajuato
194,122,6165.97,2023-08-26,5,{'$oid': '69fd6ef6476e52befdc839ad'},Raquel Gloria Osorio,Prefiere no decir,41,86152.14,21610.61,284022,"['deportes', 'ROPA Y CALZADO']",Hermosillo,Sonora
195,496,7228.28,03-01-2020,66,{'$oid': '69fd6ef6476e52befdc83b23'},Beatriz Zepeda,No binario,80,269121.98,116526.31,237800,"['ROPA Y CALZADO', 'Hogar y Cocina', 'belleza', 'hogar y cocina']",Tepic,Nayarit
196,451,1320.33,2021-03-08,6,{'$oid': '69fd6ef6476e52befdc83af6'},Nicolás Maximiliano Rincón,Masculino,68,305420.84,262013.67,181310,"['Ropa y Calzado', 'BELLEZA']",Morelia,Michoacán
197,600,2757.39,03-19-2020,12,{'$oid': '69fd6ef6476e52befdc83b8b'},Óliver Eva Romero Segovia,Prefiere no decir,72,148937.96,109547.98,228825,['Electrónica'],Celaya,Guanajuato
198,734,821.73,09-20-2020,4,{'$oid': '69fd6ef6476e52befdc83c11'},Virginia Chapa,Masculino,37,183974.82,126679.27,67673,"['belleza', 'HOGAR Y COCINA', 'ROPA Y CALZADO']",Campeche,Campeche
199,890,3580.25,2023-03-23,7,{'$oid': '69fd6ef6476e52befdc83cad'},Julio César Cortez,No binario,29,297120.02,56159.46,151657,"['HOGAR Y COCINA', 'BELLEZA', 'Belleza']",Zacatecas,Zacatecas
200,551,3346.75,2021-03-08,45,{'$oid': '69fd6ef6476e52befdc83b5a'},Amelia Valle,Masculino,30,328861.18,149651.89,457043,"['ROPA Y CALZADO', 'Hogar y Cocina']",Hermosillo,Sonora
201,215,6012.91,12-30-2021,34,{'$oid': '69fd6ef6476e52befdc83a0a'},Marcela Griego Rivas,Femenino,84,28540.62,26303.91,346844,"['ELECTRÓNICA', 'Deportes', 'HOGAR Y COCINA', 'Hogar y Cocina', 'Ropa y Calzado']",Puerto Vallarta,Jalisco
202,672,3226.01,21/10/2022,35,{'$oid': '69fd6ef6476e52befdc83bd3'},Lourdes Pacheco Pineda,No binario,57,335639.71,231777.09,417661,"['belleza', 'electrónica']",Culiacán,Sinaloa
203,1009,3966.52,11-29-2020,52,{'$oid': '69fd6ef6476e52befdc83d24'},Pascual Alemán Téllez,No binario,25,136329.11,126738.35,705449,"['deportes', 'BELLEZA', 'belleza', 'ropa y calzado', 'ELECTRÓNICA']",Oaxaca,Oaxaca
204,569,1100.47,26/06/2023,58,{'$oid': '69fd6ef6476e52befdc83b6c'},Dr. Pamela Barreto,Masculino,53,44166.77,11653.44,586058,"['Ropa y Calzado', 'deportes']",Puebla,Puebla
205,268,3858.19,08-08-2021,59,{'$oid': '69fd6ef6476e52befdc83a3f'},Patricia Espino Báez,Femenino,49,258267.94,77297.39,676838,"['ELECTRÓNICA', 'ROPA Y CALZADO', 'hogar y cocina', 'electrónica']",Villahermosa,Tabasco
206,1066,9470.44,01/03/2020,70,{'$oid': '69fd6ef6476e52befdc83d5d'},Sr(a). María del Carmen Sierra,Masculino,49,312785.85,205019.75,664728,"['belleza', 'Ropa y Calzado']",Oaxaca,Oaxaca
207,1170,343.9,2023-11-07,18,{'$oid': '69fd6ef6476e52befdc83dc5'},Gilberto Virginia Vásquez Véliz,Masculino,36,17960.22,5011.0,139684,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'BELLEZA']",Cancn,Quintana Roo
208,277,4963.73,2022-11-02,20,{'$oid': '69fd6ef6476e52befdc83a48'},Isabela Reynaldo Gallardo,Masculino,72,329933.2,225055.62,45806,"['ROPA Y CALZADO', 'electrónica', 'Ropa y Calzado', 'deportes']",Celay,Guanajuato
209,380,1188.09,2020-10-08,80,{'$oid': '69fd6ef6476e52befdc83aaf'},Sessa Abigail Ríos,Masculino,19,248994.11,112179.47,577140,"['Hogar y Cocina', 'BELLEZA', 'HOGAR Y COCINA']",Monterrey,Nuevo León
210,889,6100.76,05-22-2022,39,{'$oid': '69fd6ef6476e52befdc83cac'},Espartaco Rosario Abrego,Prefiere no decir,55,17416.43,9520.58,295184,['hogar y cocina'],La Paz,Baja California Sur
211,702,7752.43,2021-02-03,75,{'$oid': '69fd6ef6476e52befdc83bf1'},Luis Miguel Nazario,No binario,54,132968.33,25044.26,671062,['electrónica'],Tijuan,Baja California
212,284,4434.49,20/03/2021,46,{'$oid': '69fd6ef6476e52befdc83a4f'},Oswaldo Godínez Roque,Masculino,55,339662.74,225310.91,118435,"['Hogar y Cocina', 'Belleza']",Chetumal,Quintana Roo
213,452,7877.13,12-11-2021,27,{'$oid': '69fd6ef6476e52befdc83af7'},Noelia Alicia Jaime Prado,No binario,27,21004.32,10242.18,304382,['Hogar y Cocina'],Tapachula,Chiapas
214,1103,2268.19,2020-12-17,71,{'$oid': '69fd6ef6476e52befdc83d82'},Sr(a). Diego Collado,Masculino,45,233538.8,128876.3,735854,"['DEPORTES', 'HOGAR Y COCINA']",Tapachula,Chiapas
215,158,9026.03,12-18-2020,15,{'$oid': '69fd6ef6476e52befdc839d1'},Bernabé Cornelio Sanabria Almanza,No binario,57,319956.82,280566.05,646889,"['deportes', 'ropa y calzado', 'ELECTRÓNICA', 'Hogar y Cocina']",Aguascalientes,Aguascalientes
216,326,4411.24,05-26-2020,62,{'$oid': '69fd6ef6476e52befdc83a79'},Estela Soledad Alba,Prefiere no decir,20,97384.94,1980.54,480727,"['belleza', 'deportes', 'Deportes', 'ROPA Y CALZADO']",Zacatecas,Zacatecas
217,1034,7431.32,2022-07-30,72,{'$oid': '69fd6ef6476e52befdc83d3d'},Caridad Nancy Vera,Femenino,19,87652.99,27169.71,160949,"['Ropa y Calzado', 'DEPORTES', 'electrónica', 'Belleza', 'HOGAR Y COCINA']",Cancún,Quintana Roo
218,810,5934.24,04-04-2020,79,{'$oid': '69fd6ef6476e52befdc83c5d'},Inés Monroy,No binario,48,263324.04,234251.53,572739,"['deportes', 'belleza']",Morelia,Michoacán
219,959,3474.2,06/11/2021,80,{'$oid': '69fd6ef6476e52befdc83cf2'},Dalia Araceli Magaña Chavarría,Masculino,64,26976.88,18670.39,253793,"['electrónica', 'Deportes', 'hogar y cocina']",Colima,Colima
220,287,3876.07,2020-08-01,39,{'$oid': '69fd6ef6476e52befdc83a52'},Miriam Villalobos Segura,No binario,70,204690.01,23568.81,156556,"['Electrónica', 'ropa y calzado', 'ELECTRÓNICA']",Chihuahua,Chihuahua
221,879,6894.58,2022-03-29,59,{'$oid': '69fd6ef6476e52befdc83ca2'},Dr. Karla Paz,Prefiere no decir,74,320307.09,292765.38,183014,['belleza'],Chihuahua,Chihuahua
222,602,230.27,02-02-2020,17,{'$oid': '69fd6ef6476e52befdc83b8d'},Violeta Hugo Solís,Femenino,54,185180.61,161271.11,147624,"['ROPA Y CALZADO', 'hogar y cocina', 'belleza']",Durango,Durango
223,49,2730.77,2021-05-08,20,{'$oid': '69fd6ef6476e52befdc83964'},Florencia Paola Tejada,Femenino,73,15172.72,2537.15,479834,"['electrónica', 'ropa y calzado', 'Belleza', 'Electrónica']",La Paz,Baja California Sur
224,597,4749.75,01-15-2020,15,{'$oid': '69fd6ef6476e52befdc83b88'},Eugenio Arreola,Femenino,21,281102.48,186510.37,172622,"['Belleza', 'electrónica']",Querétaro,Querétaro
225,834,9285.24,"Dec 02, 2022",73,{'$oid': '69fd6ef6476e52befdc83c75'},Wilfrido Jonás Elizondo Quesada,Masculino,50,225121.2,53606.49,497329,"['Ropa y Calzado', 'Electrónica', 'hogar y cocina', 'ELECTRÓNICA', 'HOGAR Y COCINA']",Puebla,Puebla
226,195,8329.29,2021-12-28,14,{'$oid': '69fd6ef6476e52befdc839f6'},Sr(a). Emilio Yáñez,Prefiere no decir,59,301387.17,251728.59,235668,"['BELLEZA', 'belleza', 'hogar y cocina', 'Deportes', 'ropa y calzado']",Tijuan,Baja California
227,898,5986.27,2021-08-29,21,{'$oid': '69fd6ef6476e52befdc83cb5'},Gabino Laboy,Prefiere no decir,81,330914.08,25923.82,47321,"['ROPA Y CALZADO', 'hogar y cocina', 'belleza']",Colima,Colima
228,660,7801.92,10/03/2022,43,{'$oid': '69fd6ef6476e52befdc83bc7'},Juan Camila Jaimes Rosario,Femenino,47,64238.33,11706.95,384113,"['HOGAR Y COCINA', 'Ropa y Calzado', 'ropa y calzado']",Culiacán,Sinaloa
229,390,1054.01,2023-10-22,15,{'$oid': '69fd6ef6476e52befdc83ab9'},Gilberto Jaime Villarreal Manzanares,Masculino,73,242835.01,57274.31,343463,"['hogar y cocina', 'ropa y calzado', 'belleza', 'HOGAR Y COCINA']",Torreón,Coahuila
